id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"malum:rune_of_scorching","malum","rune_of_scorching","item.malum.rune_of_scorching","com.sammy.malum.common.item.curiosities.curios.runes.miracle.RuneScorchingItem","1","0","curios:rune|malum:runes/stone|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","4"
"malum:rune_of_sky_tether","malum","rune_of_sky_tether","item.malum.rune_of_sky_tether","com.sammy.malum.common.item.curiosities.curios.runes.totemic.RuneSkyTether","1","0","curios:rune|malum:runes/wooden|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","4"
"malum:rune_of_spell_mastery","malum","rune_of_spell_mastery","item.malum.rune_of_spell_mastery","com.sammy.malum.common.item.curiosities.curios.runes.madness.RuneSpellMasteryItem","1","0","curios:rune|malum:hidden_items/black_crystal|malum:hidden_items/void|malum:runes/void|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","5"
"malum:rune_of_stone_ward","malum","rune_of_stone_ward","item.malum.rune_of_stone_ward","com.sammy.malum.common.item.curiosities.curios.runes.totemic.RuneStoneWard","1","0","curios:rune|malum:runes/wooden|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","4"
"malum:rune_of_twinned_duration","malum","rune_of_twinned_duration","item.malum.rune_of_twinned_duration","com.sammy.malum.common.item.curiosities.curios.runes.madness.RuneTwinnedDurationItem","1","0","curios:rune|malum:hidden_items/black_crystal|malum:hidden_items/void|malum:runes/void|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","5"
"malum:rune_of_unnatural_stamina","malum","rune_of_unnatural_stamina","item.malum.rune_of_unnatural_stamina","com.sammy.malum.common.item.curiosities.curios.runes.madness.RuneUnnaturalStaminaItem","1","0","curios:rune|malum:hidden_items/black_crystal|malum:hidden_items/void|malum:runes/void|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","5"
"malum:rune_of_vitality","malum","rune_of_vitality","item.malum.rune_of_vitality","com.sammy.malum.common.item.curiosities.curios.runes.miracle.RuneVitalityItem","1","0","curios:rune|malum:runes/stone|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","4"
"malum:rune_of_volatile_distortion","malum","rune_of_volatile_distortion","item.malum.rune_of_volatile_distortion","com.sammy.malum.common.item.curiosities.curios.runes.miracle.RuneVolatileDistortionItem","1","0","curios:rune|malum:runes/stone|malum:soulwoven_pouch_efficient|malumarma:socketable_runes","1","0","4"
"malum:runewood","malum","runewood","block.malum.runewood","net.minecraft.world.item.BlockItem","64","0","malum:runewood_board_ingredient|malum:runewood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","1","13","8"
"malum:runewood_beam","malum","runewood_beam","block.malum.runewood_beam","net.minecraft.world.item.BlockItem","64","0","","1","0","5"
"malum:runewood_boards","malum","runewood_boards","block.malum.runewood_boards","net.minecraft.world.item.BlockItem","64","0","malum:runewood_boards|minecraft:planks","2","102","20"
"malum:runewood_boards_door","malum","runewood_boards_door","block.malum.runewood_boards_door","net.minecraft.world.item.BlockItem","64","0","minecraft:doors|minecraft:wooden_doors","1","1","10"
"malum:runewood_boards_slab","malum","runewood_boards_slab","block.malum.runewood_boards_slab","net.minecraft.world.item.BlockItem","64","0","malum:runewood_slabs|minecraft:slabs|minecraft:wooden_slabs","1","10","10"
"malum:runewood_boards_stairs","malum","runewood_boards_stairs","block.malum.runewood_boards_stairs","net.minecraft.world.item.BlockItem","64","0","malum:runewood_stairs|minecraft:stairs|minecraft:wooden_stairs","1","0","10"
"malum:runewood_boards_trapdoor","malum","runewood_boards_trapdoor","block.malum.runewood_boards_trapdoor","net.minecraft.world.item.BlockItem","64","0","minecraft:trapdoors|minecraft:wooden_trapdoors","1","2","10"
"malum:runewood_boards_wall","malum","runewood_boards_wall","block.malum.runewood_boards_wall","net.minecraft.world.item.BlockItem","64","0","minecraft:walls","1","0","7"
"malum:runewood_boat","malum","runewood_boat","item.malum.runewood_boat","net.minecraft.world.item.BoatItem","1","0","","1","0","2"
"malum:runewood_chest_boat","malum","runewood_chest_boat","item.malum.runewood_chest_boat","net.minecraft.world.item.BoatItem","1","0","","0","0","0"
"malum:runewood_door","malum","runewood_door","block.malum.runewood_door","net.minecraft.world.item.BlockItem","64","0","minecraft:doors|minecraft:wooden_doors","1","1","11"
"malum:runewood_item_pedestal","malum","runewood_item_pedestal","block.malum.runewood_item_pedestal","net.minecraft.world.item.BlockItem","64","0","","1","1","7"
"malum:runewood_item_stand","malum","runewood_item_stand","block.malum.runewood_item_stand","net.minecraft.world.item.BlockItem","64","0","","1","1","6"
"malum:runewood_leaves","malum","runewood_leaves","block.malum.runewood_leaves","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:completes_find_tree_tutorial|minecraft:leaves","0","4","6"
"malum:runewood_log","malum","runewood_log","block.malum.runewood_log","net.minecraft.world.item.BlockItem","64","0","malum:runewood_board_ingredient|malum:runewood_logs|minecraft:completes_find_tree_tutorial|minecraft:logs","0","14","13"
"malum:runewood_obelisk","malum","runewood_obelisk","block.malum.runewood_obelisk","team.lodestar.lodestone.systems.multiblock.MultiBlockItem","64","0","","0","0","5"
"malum:runewood_panel","malum","runewood_panel","block.malum.runewood_panel","net.minecraft.world.item.BlockItem","64","0","","1","1","6"
"malum:runewood_planks","malum","runewood_planks","block.malum.runewood_planks","net.minecraft.world.item.BlockItem","64","0","malum:runewood_planks|minecraft:planks","2","118","73"
"malum:runewood_planks_button","malum","runewood_planks_button","block.malum.runewood_planks_button","net.minecraft.world.item.BlockItem","64","0","minecraft:buttons|minecraft:wooden_buttons","1","0","9"
"malum:runewood_planks_fence","malum","runewood_planks_fence","block.malum.runewood_planks_fence","net.minecraft.world.item.BlockItem","64","0","c:fences|c:fences/wooden|minecraft:fences|minecraft:wooden_fences","1","17","9"
"malum:runewood_planks_fence_gate","malum","runewood_planks_fence_gate","block.malum.runewood_planks_fence_gate","net.minecraft.world.item.BlockItem","64","0","","1","0","7"
"malum:runewood_planks_pressure_plate","malum","runewood_planks_pressure_plate","block.malum.runewood_planks_pressure_plate","net.minecraft.world.item.BlockItem","64","0","minecraft:wooden_pressure_plates","1","0","8"
"malum:runewood_planks_slab","malum","runewood_planks_slab","block.malum.runewood_planks_slab","net.minecraft.world.item.BlockItem","64","0","malum:runewood_slabs|minecraft:slabs|minecraft:wooden_slabs","1","10","10"
"malum:runewood_planks_stairs","malum","runewood_planks_stairs","block.malum.runewood_planks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:runewood_stairs|minecraft:stairs|minecraft:wooden_stairs","1","0","10"
"malum:runewood_sapling","malum","runewood_sapling","block.malum.runewood_sapling","net.minecraft.world.item.BlockItem","64","0","mca:plants|minecraft:saplings","0","4","10"
"malum:runewood_sign","malum","runewood_sign","block.malum.runewood_sign","net.minecraft.world.item.SignItem","16","0","","1","0","8"
"malum:runewood_tiles","malum","runewood_tiles","block.malum.runewood_tiles","net.minecraft.world.item.BlockItem","64","0","malum:runewood_planks|minecraft:planks","1","118","15"
"malum:runewood_tiles_slab","malum","runewood_tiles_slab","block.malum.runewood_tiles_slab","net.minecraft.world.item.BlockItem","64","0","malum:runewood_slabs|minecraft:slabs|minecraft:wooden_slabs","1","10","10"
"malum:runewood_tiles_stairs","malum","runewood_tiles_stairs","block.malum.runewood_tiles_stairs","net.minecraft.world.item.BlockItem","64","0","malum:runewood_stairs|minecraft:stairs|minecraft:wooden_stairs","1","0","10"
"malum:runewood_totem_base","malum","runewood_totem_base","block.malum.runewood_totem_base","net.minecraft.world.item.BlockItem","64","0","","0","0","7"
"malum:runewood_trapdoor","malum","runewood_trapdoor","block.malum.runewood_trapdoor","net.minecraft.world.item.BlockItem","64","0","minecraft:trapdoors|minecraft:wooden_trapdoors","1","2","11"
"malum:runic_brooch","malum","runic_brooch","item.malum.runic_brooch","com.sammy.malum.common.item.curiosities.curios.brooches.CurioRunicBrooch","1","0","curios:brooch|malum:soulwoven_pouch_efficient","1","0","4"
"malum:runic_sap","malum","runic_sap","item.malum.runic_sap","com.sammy.malum.common.item.food.BottledDrinkItem","64","0","","0","1","2"
"malum:runic_sapball","malum","runic_sapball","item.malum.runic_sapball","net.minecraft.world.item.Item","64","0","c:slime_balls|malum:sapballs","1","6","4"
"malum:runic_small_tainted_rock_bricks","malum","runic_small_tainted_rock_bricks","block.malum.runic_small_tainted_rock_bricks","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_blocks","4","6","23"
"malum:runic_small_tainted_rock_bricks_slab","malum","runic_small_tainted_rock_bricks_slab","block.malum.runic_small_tainted_rock_bricks_slab","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_slabs|minecraft:slabs","3","0","12"
"malum:runic_small_tainted_rock_bricks_stairs","malum","runic_small_tainted_rock_bricks_stairs","block.malum.runic_small_tainted_rock_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_stairs|minecraft:stairs","3","0","12"
"malum:runic_small_tainted_rock_bricks_wall","malum","runic_small_tainted_rock_bricks_wall","block.malum.runic_small_tainted_rock_bricks_wall","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_walls|minecraft:walls","3","0","12"
"malum:runic_small_twisted_rock_bricks","malum","runic_small_twisted_rock_bricks","block.malum.runic_small_twisted_rock_bricks","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_blocks","4","6","23"
"malum:runic_small_twisted_rock_bricks_slab","malum","runic_small_twisted_rock_bricks_slab","block.malum.runic_small_twisted_rock_bricks_slab","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_slabs|minecraft:slabs","3","0","12"
"malum:runic_small_twisted_rock_bricks_stairs","malum","runic_small_twisted_rock_bricks_stairs","block.malum.runic_small_twisted_rock_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_stairs|minecraft:stairs","3","0","12"
"malum:runic_small_twisted_rock_bricks_wall","malum","runic_small_twisted_rock_bricks_wall","block.malum.runic_small_twisted_rock_bricks_wall","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_walls|minecraft:walls","3","0","12"
"malum:runic_tainted_rock_bricks","malum","runic_tainted_rock_bricks","block.malum.runic_tainted_rock_bricks","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_blocks","4","6","23"
"malum:runic_tainted_rock_bricks_slab","malum","runic_tainted_rock_bricks_slab","block.malum.runic_tainted_rock_bricks_slab","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_slabs|minecraft:slabs","3","0","12"
"malum:runic_tainted_rock_bricks_stairs","malum","runic_tainted_rock_bricks_stairs","block.malum.runic_tainted_rock_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_stairs|minecraft:stairs","3","0","12"
"malum:runic_tainted_rock_bricks_wall","malum","runic_tainted_rock_bricks_wall","block.malum.runic_tainted_rock_bricks_wall","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_walls|minecraft:walls","3","0","12"
"malum:runic_tainted_rock_tiles","malum","runic_tainted_rock_tiles","block.malum.runic_tainted_rock_tiles","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_blocks","4","6","23"
"malum:runic_tainted_rock_tiles_slab","malum","runic_tainted_rock_tiles_slab","block.malum.runic_tainted_rock_tiles_slab","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_slabs|minecraft:slabs","3","0","12"
"malum:runic_tainted_rock_tiles_stairs","malum","runic_tainted_rock_tiles_stairs","block.malum.runic_tainted_rock_tiles_stairs","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_stairs|minecraft:stairs","3","0","12"
"malum:runic_tainted_rock_tiles_wall","malum","runic_tainted_rock_tiles_wall","block.malum.runic_tainted_rock_tiles_wall","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_walls|minecraft:walls","3","0","12"
"malum:runic_twisted_rock_bricks","malum","runic_twisted_rock_bricks","block.malum.runic_twisted_rock_bricks","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_blocks","4","6","23"
"malum:runic_twisted_rock_bricks_slab","malum","runic_twisted_rock_bricks_slab","block.malum.runic_twisted_rock_bricks_slab","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_slabs|minecraft:slabs","3","0","12"
"malum:runic_twisted_rock_bricks_stairs","malum","runic_twisted_rock_bricks_stairs","block.malum.runic_twisted_rock_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_stairs|minecraft:stairs","3","0","12"
"malum:runic_twisted_rock_bricks_wall","malum","runic_twisted_rock_bricks_wall","block.malum.runic_twisted_rock_bricks_wall","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_walls|minecraft:walls","3","0","12"
"malum:runic_twisted_rock_tiles","malum","runic_twisted_rock_tiles","block.malum.runic_twisted_rock_tiles","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_blocks","4","6","23"
"malum:runic_twisted_rock_tiles_slab","malum","runic_twisted_rock_tiles_slab","block.malum.runic_twisted_rock_tiles_slab","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_slabs|minecraft:slabs","3","0","12"
"malum:runic_twisted_rock_tiles_stairs","malum","runic_twisted_rock_tiles_stairs","block.malum.runic_twisted_rock_tiles_stairs","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_stairs|minecraft:stairs","3","0","12"
"malum:runic_twisted_rock_tiles_wall","malum","runic_twisted_rock_tiles_wall","block.malum.runic_twisted_rock_tiles_wall","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_walls|minecraft:walls","3","0","12"
"malum:runic_workbench","malum","runic_workbench","block.malum.runic_workbench","net.minecraft.world.item.BlockItem","64","0","","0","0","4"
"malum:rustic_runewood_planks","malum","rustic_runewood_planks","block.malum.rustic_runewood_planks","net.minecraft.world.item.BlockItem","64","0","malum:runewood_planks|minecraft:planks","2","117","14"
"malum:rustic_runewood_planks_slab","malum","rustic_runewood_planks_slab","block.malum.rustic_runewood_planks_slab","net.minecraft.world.item.BlockItem","64","0","malum:runewood_slabs|minecraft:slabs|minecraft:wooden_slabs","1","10","10"
"malum:rustic_runewood_planks_stairs","malum","rustic_runewood_planks_stairs","block.malum.rustic_runewood_planks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:runewood_stairs|minecraft:stairs|minecraft:wooden_stairs","1","0","10"
"malum:rustic_runewood_tiles","malum","rustic_runewood_tiles","block.malum.rustic_runewood_tiles","net.minecraft.world.item.BlockItem","64","0","malum:runewood_planks|minecraft:planks","2","117","13"
"malum:rustic_runewood_tiles_slab","malum","rustic_runewood_tiles_slab","block.malum.rustic_runewood_tiles_slab","net.minecraft.world.item.BlockItem","64","0","malum:runewood_slabs|minecraft:slabs|minecraft:wooden_slabs","1","10","9"
"malum:rustic_runewood_tiles_stairs","malum","rustic_runewood_tiles_stairs","block.malum.rustic_runewood_tiles_stairs","net.minecraft.world.item.BlockItem","64","0","malum:runewood_stairs|minecraft:stairs|minecraft:wooden_stairs","1","0","9"
"malum:rustic_soulwood_planks","malum","rustic_soulwood_planks","block.malum.rustic_soulwood_planks","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_planks|minecraft:planks","3","112","14"
"malum:rustic_soulwood_planks_slab","malum","rustic_soulwood_planks_slab","block.malum.rustic_soulwood_planks_slab","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_slabs|minecraft:slabs|minecraft:wooden_slabs","2","10","10"
"malum:rustic_soulwood_planks_stairs","malum","rustic_soulwood_planks_stairs","block.malum.rustic_soulwood_planks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_stairs|minecraft:stairs|minecraft:wooden_stairs","2","0","10"
"malum:rustic_soulwood_tiles","malum","rustic_soulwood_tiles","block.malum.rustic_soulwood_tiles","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_planks|minecraft:planks","2","112","13"
"malum:rustic_soulwood_tiles_slab","malum","rustic_soulwood_tiles_slab","block.malum.rustic_soulwood_tiles_slab","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_slabs|minecraft:slabs|minecraft:wooden_slabs","1","10","9"
"malum:rustic_soulwood_tiles_stairs","malum","rustic_soulwood_tiles_stairs","block.malum.rustic_soulwood_tiles_stairs","net.minecraft.world.item.BlockItem","64","0","malum:soulwood_stairs|minecraft:stairs|minecraft:wooden_stairs","1","0","9"
"malum:sacred_spirit","malum","sacred_spirit","item.malum.sacred_spirit","com.sammy.malum.common.item.spirit.SpiritShardItem","64","0","malum:aspected_spirits|malum:soulwoven_pouch_autocollect|malum:soulwoven_pouch_efficient|malum:spirits","0","0","4"
"malum:sacred_spirited_glass","malum","sacred_spirited_glass","block.malum.sacred_spirited_glass","net.minecraft.world.item.BlockItem","64","0","","0","0","4"
"malum:sacred_varnished_terracotta","malum","sacred_varnished_terracotta","block.malum.sacred_varnished_terracotta","net.minecraft.world.item.BlockItem","64","0","","0","0","4"
"malum:scarstone","malum","scarstone","block.malum.scarstone","net.minecraft.world.item.BlockItem","64","0","","0","0","3"
"malum:shielding_apparatus","malum","shielding_apparatus","item.malum.shielding_apparatus","com.sammy.malum.common.item.augment.ShieldingApparatusItem","64","0","malum:augments|malum:soulwoven_pouch_efficient","0","0","3"
"malum:silver_impetus","malum","silver_impetus","item.malum.silver_impetus","com.sammy.malum.common.item.impetus.ImpetusItem","1","800","malum:impetus|malum:metal_impetus","0","0","5"
"malum:silver_node","malum","silver_node","item.malum.silver_node","com.sammy.malum.common.item.impetus.NodeItem","64","0","malum:metal_nodes|malum:prospectors_treasure|malum:soulwoven_pouch_efficient","0","2","5"
"malum:small_tainted_rock_bricks","malum","small_tainted_rock_bricks","block.malum.small_tainted_rock_bricks","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_blocks","2","12","32"
"malum:small_tainted_rock_bricks_slab","malum","small_tainted_rock_bricks_slab","block.malum.small_tainted_rock_bricks_slab","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_slabs|minecraft:slabs","3","0","12"
"malum:small_tainted_rock_bricks_stairs","malum","small_tainted_rock_bricks_stairs","block.malum.small_tainted_rock_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_stairs|minecraft:stairs","3","0","12"
"malum:small_tainted_rock_bricks_wall","malum","small_tainted_rock_bricks_wall","block.malum.small_tainted_rock_bricks_wall","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_walls|minecraft:walls","3","0","12"
"malum:small_twisted_rock_bricks","malum","small_twisted_rock_bricks","block.malum.small_twisted_rock_bricks","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_blocks","2","12","32"
"malum:small_twisted_rock_bricks_slab","malum","small_twisted_rock_bricks_slab","block.malum.small_twisted_rock_bricks_slab","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_slabs|minecraft:slabs","3","0","12"
"malum:small_twisted_rock_bricks_stairs","malum","small_twisted_rock_bricks_stairs","block.malum.small_twisted_rock_bricks_stairs","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_stairs|minecraft:stairs","3","0","12"
"malum:small_twisted_rock_bricks_wall","malum","small_twisted_rock_bricks_wall","block.malum.small_twisted_rock_bricks_wall","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_walls|minecraft:walls","3","0","12"
"malum:smooth_tainted_rock","malum","smooth_tainted_rock","block.malum.smooth_tainted_rock","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_blocks","2","8","25"
"malum:smooth_tainted_rock_slab","malum","smooth_tainted_rock_slab","block.malum.smooth_tainted_rock_slab","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_slabs|minecraft:slabs","3","0","12"
"malum:smooth_tainted_rock_stairs","malum","smooth_tainted_rock_stairs","block.malum.smooth_tainted_rock_stairs","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_stairs|minecraft:stairs","3","0","12"
"malum:smooth_tainted_rock_wall","malum","smooth_tainted_rock_wall","block.malum.smooth_tainted_rock_wall","net.minecraft.world.item.BlockItem","64","0","malum:tainted_rock|malum:tainted_rock_walls|minecraft:walls","3","0","12"
"malum:smooth_twisted_rock","malum","smooth_twisted_rock","block.malum.smooth_twisted_rock","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_blocks","2","8","25"
"malum:smooth_twisted_rock_slab","malum","smooth_twisted_rock_slab","block.malum.smooth_twisted_rock_slab","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_slabs|minecraft:slabs","3","0","12"
"malum:smooth_twisted_rock_stairs","malum","smooth_twisted_rock_stairs","block.malum.smooth_twisted_rock_stairs","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_stairs|minecraft:stairs","3","0","12"
"malum:smooth_twisted_rock_wall","malum","smooth_twisted_rock_wall","block.malum.smooth_twisted_rock_wall","net.minecraft.world.item.BlockItem","64","0","malum:twisted_rock|malum:twisted_rock_walls|minecraft:walls","3","0","12"
"malum:soul_hunter_boots","malum","soul_hunter_boots","item.malum.soul_hunter_boots","com.sammy.malum.common.item.curiosities.armor.SoulHunterArmorItem","1","234","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/foot_armor|minecraft:enchantable/vanishing|minecraft:foot_armor|minecraft:trimmable_armor","0","0","5"
"malum:soul_hunter_cloak","malum","soul_hunter_cloak","item.malum.soul_hunter_cloak","com.sammy.malum.common.item.curiosities.armor.SoulHunterArmorItem","1","198","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/head_armor|minecraft:enchantable/vanishing|minecraft:head_armor|minecraft:trimmable_armor","0","0","5"
"malum:soul_hunter_leggings","malum","soul_hunter_leggings","item.malum.soul_hunter_leggings","com.sammy.malum.common.item.curiosities.armor.SoulHunterArmorItem","1","270","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/leg_armor|minecraft:enchantable/vanishing|minecraft:leg_armor|minecraft:trimmable_armor","0","0","5"
"malum:soul_hunter_robe","malum","soul_hunter_robe","item.malum.soul_hunter_robe","com.sammy.malum.common.item.curiosities.armor.SoulHunterArmorItem","1","288","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:chest_armor|minecraft:enchantable/armor|minecraft:enchantable/chest_armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/vanishing|minecraft:trimmable_armor","0","0","5"
"malum:soul_of_a_scythe","malum","soul_of_a_scythe","item.malum.soul_of_a_scythe","com.sammy.malum.common.item.curiosities.TemporarilyDisabledItem","1","0","","0","0","0"
"malum:soul_of_the_anchor","malum","soul_of_the_anchor","item.malum.soul_of_the_anchor","com.sammy.malum.common.item.curiosities.TemporarilyDisabledItem","1","0","","0","0","0"
"malum:soul_stained_steel_axe","malum","soul_stained_steel_axe","item.malum.soul_stained_steel_axe","team.lodestar.lodestone.systems.item.tools.magic.MagicAxeItem","1","1250","c:enchantables|c:tools|c:tools/melee_weapon|cnc:headhunter_enchantable|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|lodestone:enchantable/axe|lodestone:enchantable/melee|lodestone:enchantable/weapon|malum:enchantable/spirit_plunder|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:axes|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","1","1","10"
"malum:soul_stained_steel_boots","malum","soul_stained_steel_boots","item.malum.soul_stained_steel_boots","com.sammy.malum.common.item.curiosities.armor.SoulStainedSteelArmorItem","1","312","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/foot_armor|minecraft:enchantable/vanishing|minecraft:foot_armor|minecraft:trimmable_armor","0","0","6"
"malum:soul_stained_steel_chestplate","malum","soul_stained_steel_chestplate","item.malum.soul_stained_steel_chestplate","com.sammy.malum.common.item.curiosities.armor.SoulStainedSteelArmorItem","1","384","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:chest_armor|minecraft:enchantable/armor|minecraft:enchantable/chest_armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/vanishing|minecraft:trimmable_armor","0","0","6"
"malum:soul_stained_steel_helmet","malum","soul_stained_steel_helmet","item.malum.soul_stained_steel_helmet","com.sammy.malum.common.item.curiosities.armor.SoulStainedSteelArmorItem","1","264","c:armors|c:enchantables|enchanted:armors|malum:armors|malum:soulwoven_pouch_efficient|minecraft:enchantable/armor|minecraft:enchantable/durability|minecraft:enchantable/equippable|minecraft:enchantable/head_armor|minecraft:enchantable/vanishing|minecraft:head_armor|minecraft:trimmable_armor","0","0","6"
"malum:soul_stained_steel_hoe","malum","soul_stained_steel_hoe","item.malum.soul_stained_steel_hoe","team.lodestar.lodestone.systems.item.tools.magic.MagicHoeItem","1","1250","betterarcheology:tunneling_items|c:enchantables|c:tools|enchanted:tool_poppet_whitelist|immersiveengineering:toolbox/tools|malum:enchantable/spirit_plunder|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/vanishing|minecraft:hoes","1","2","5"
"malum:soul_stained_steel_ingot","malum","soul_stained_steel_ingot","item.malum.soul_stained_steel_ingot","net.minecraft.world.item.Item","64","0","c:ingots|malum:materials|malum:prospectors_treasure|malum:soulwoven_pouch_efficient","3","12","36"
"malum:soul_stained_steel_knife","malum","soul_stained_steel_knife","item.malum.soul_stained_steel_knife","com.sammy.malum.common.item.curiosities.MagicKnifeItem","1","1250","c:enchantables|c:tools|c:tools/knife|c:tools/melee_weapon|enchanted:tool_poppet_whitelist|farmersdelight:enchantable/knife|farmersdelight:straw_harvesters|farmersdelight:tools/knives|gaze:sworddomain|immersiveengineering:toolbox/tools|lodestone:enchantable/knife|lodestone:enchantable/melee|lodestone:enchantable/weapon|malum:enchantable/animated|malum:enchantable/haunted|malum:enchantable/spirit_plunder|malum:magic_capable_weapon|malum:soul_shatter_capable_weapon|malum:soulwoven_pouch_efficient|minecraft:breaks_decorated_pots|minecraft:enchantable/durability|minecraft:enchantable/fire_aspect|minecraft:enchantable/mining|minecraft:enchantable/mining_loot|minecraft:enchantable/sharp_weapon|minecraft:enchantable/sword|minecraft:enchantable/vanishing|minecraft:enchantable/weapon","1","0","9"
