id,namespace,serializer,serializer_namespace,recipe_type,result,result_count,ingredient_slots,ingredient_probe_status,result_probe_status,class
"malum:spirit_repair/fractured_aluminum_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_cobalt_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_copper_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_gold_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_iron_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_lead_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_nickel_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_osmium_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_silver_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_tin_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_uranium_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/fractured_zinc_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:cthonic_gold_fragment","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/gold_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:gold_ingot","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/iron_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:iron_ingot","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/mace_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:wind_charge","8","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/malignant_stronghold_armor_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:malignant_pewter_plating","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/malignant_weapon_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:malignant_pewter_ingot","1","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/mnemonic_hex_staff_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:mnemonic_fragment","8","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/netherite_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:netherite_ingot","1","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/soul_hunter_armor_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:soulwoven_silk","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/soul_stained_steel_armor_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:soul_stained_steel_plating","3","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/soul_stained_steel_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:soul_stained_steel_ingot","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/stone_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:cobblestone","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/sundering_anchor_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:living_flesh","8","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/trident_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:prismarine_crystals","8","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/tyrving_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:obsidian","2","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/unwinding_chaos_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:auric_embers","8","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/wooden_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","minecraft:oak_planks","4","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_repair/zephyr_impetus_restoration","malum","malum:spirit_repair","malum","malum:spirit_repair","malum:wind_nucleus","4","0","EMPTY","OK","com.sammy.malum.common.recipe.spirit_repair.SpiritRepairRecipe"
"malum:spirit_transmutation/andesite_from_tuff","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:andesite","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/blighted_earth_from_ice","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:blighted_earth","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/blighted_earth_from_moss_block","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:blighted_earth","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/blighted_earth_from_sand","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:blighted_earth","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/blighted_earth_from_soul_sand","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:blighted_earth","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/calcite_from_snow_block","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:calcite","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/clay_from_mud","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:clay","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/cobblestone_from_stone","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:cobblestone","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/diorite_from_calcite","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:diorite","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/dripstone_block_from_packed_mud","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:dripstone_block","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/granite_from_dripstone_block","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:granite","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/grass_block_from_rooted_dirt","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:grass_block","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/gravel_from_andesite","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:gravel","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/gravel_from_cobblestone","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:gravel","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/gravel_from_diorite","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:gravel","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/gravel_from_granite","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:gravel","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/ice_from_prismarine","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:ice","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/magma_block_from_basalt","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:magma_block","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/moss_block_from_grass_block","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:moss_block","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/netherrack_from_magma_block","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:netherrack","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/prismarine_from_clay","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:prismarine","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/rooted_dirt_from_dirt","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:rooted_dirt","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/sand_from_gravel","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:sand","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soul_sand_from_netherrack","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:soul_sand","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/bolted_soulwood_door_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:bolted_soulwood_door","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/bolted_soulwood_trapdoor_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:bolted_soulwood_trapdoor","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/cut_soulwood_planks_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:cut_soulwood_planks","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/exposed_soulwood_log_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:exposed_soulwood_log","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/revealed_soulwood_log_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:revealed_soulwood_log","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/rustic_soulwood_planks_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:rustic_soulwood_planks_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/rustic_soulwood_planks_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:rustic_soulwood_planks","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/rustic_soulwood_planks_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:rustic_soulwood_planks_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_beam_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_beam","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_boards_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_boards_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_boards_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_boards","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_boards_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_boards_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_boards_wall_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_boards_wall","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_door_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_door","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_item_pedestal_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_item_pedestal","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_item_stand_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_item_stand","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_leaves_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_leaves","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_log_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_log","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_panel_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_panel","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_button_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks_button","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_fence_gate_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks_fence_gate","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_fence_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks_fence","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_pressure_plate_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks_pressure_plate","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_planks_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_planks_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_sapling_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_sapling","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_sign_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_sign","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_tiles_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_tiles_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_tiles_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_tiles","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_tiles_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_tiles_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_totem_base_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_totem_base","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/soulwood_trapdoor_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:soulwood_trapdoor","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/stripped_soulwood_log_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:stripped_soulwood_log","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/stripped_soulwood_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:stripped_soulwood","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_rustic_soulwood_planks_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_rustic_soulwood_planks_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_rustic_soulwood_planks_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_rustic_soulwood_planks","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_rustic_soulwood_planks_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_rustic_soulwood_planks_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_soulwood_boards_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_soulwood_boards_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_soulwood_boards_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_soulwood_boards","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_soulwood_boards_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_soulwood_boards_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_soulwood_planks_slab_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_soulwood_planks_slab","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_soulwood_planks_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_soulwood_planks","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/soulwood/vertical_soulwood_planks_stairs_soulwood_transmutation","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","malum:vertical_soulwood_planks_stairs","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:spirit_transmutation/tuff_from_deepslate","malum","malum:unchained_transmutation","malum","malum:unchained_transmutation","minecraft:tuff","1","0","EMPTY","OK","com.sammy.malum.common.recipe.UnchainedTransmutationRecipe"
"malum:stripped_runewood","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:stripped_runewood","3","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:stripped_soulwood","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:stripped_soulwood","3","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_bricks_from_small_tainted_rock_bricks","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_bricks","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_bricks_from_tainted_rock","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_bricks","4","4","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_bricks_slab","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_bricks_slab","6","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_bricks_slab_stonecutting_from_tainted_rock","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_slab_stonecutting_from_tainted_rock_bricks","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks_slab","2","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_stairs","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_bricks_stairs","4","9","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_bricks_stairs_stonecutting_from_tainted_rock","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_stairs_stonecutting_from_tainted_rock_bricks","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks_stairs","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_stonecutting_from_small_tainted_rock_bricks","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_stonecutting_from_tainted_rock","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_wall","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_bricks_wall","6","6","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_bricks_wall_stonecutting_from_tainted_rock","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_bricks_wall_stonecutting_from_tainted_rock_bricks","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_bricks_wall","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_button","malum","minecraft:crafting_shapeless","minecraft","minecraft:crafting","malum:tainted_rock_button","1","1","OK","OK","net.minecraft.world.item.crafting.ShapelessRecipe"
"malum:tainted_rock_button_stonecutting_from_tainted_rock","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_button","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
"malum:tainted_rock_column","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_column","3","3","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_column_cap","malum","minecraft:crafting_shaped","minecraft","minecraft:crafting","malum:tainted_rock_column_cap","2","2","OK","OK","net.minecraft.world.item.crafting.ShapedRecipe"
"malum:tainted_rock_column_cap_stonecutting_from_polished_tainted_rock","malum","minecraft:stonecutting","minecraft","minecraft:stonecutting","malum:tainted_rock_column_cap","1","1","OK","OK","net.minecraft.world.item.crafting.StonecutterRecipe"
