id,namespace,path,description_id,class,category,width,height,tags,resource_references
"minecraft:zombie_horse","minecraft","zombie_horse","entity.minecraft.zombie_horse","net.minecraft.world.entity.EntityType","creature","1.3964844","1.6","farmersdelight:horse_feed_users|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:dismounts_underwater|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|occultism:random_animals_rideable|vampirism:zombies","3"
"minecraft:zombie_villager","minecraft","zombie_villager","entity.minecraft.zombie_villager","net.minecraft.world.entity.EntityType","monster","0.6","1.95","bloodlines:possession_whitelist|enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|vampirism:zombies","56"
"minecraft:zombified_piglin","minecraft","zombified_piglin","entity.minecraft.zombified_piglin","net.minecraft.world.entity.EntityType","monster","0.6","1.95","enchanted:monsters|kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|mythsandlegends:nether_mobs","8"
"mobs_of_mythology:automaton","mobs_of_mythology","automaton","entity.mobs_of_mythology.automaton","net.minecraft.world.entity.EntityType","monster","1.5","2.9","","0"
"mobs_of_mythology:basilisk","mobs_of_mythology","basilisk","entity.mobs_of_mythology.basilisk","net.minecraft.world.entity.EntityType","monster","2.0","1.5","","0"
"mobs_of_mythology:chupacabra","mobs_of_mythology","chupacabra","entity.mobs_of_mythology.chupacabra","net.minecraft.world.entity.EntityType","monster","1.25","1.0","","0"
"mobs_of_mythology:drake","mobs_of_mythology","drake","entity.mobs_of_mythology.drake","net.minecraft.world.entity.EntityType","monster","1.25","1.0","","0"
"mobs_of_mythology:kobold","mobs_of_mythology","kobold","entity.mobs_of_mythology.kobold","net.minecraft.world.entity.EntityType","monster","0.75","1.75","","0"
"mobs_of_mythology:kobold_warrior","mobs_of_mythology","kobold_warrior","entity.mobs_of_mythology.kobold_warrior","net.minecraft.world.entity.EntityType","monster","0.75","1.75","","0"
"mobs_of_mythology:sporeling","mobs_of_mythology","sporeling","entity.mobs_of_mythology.sporeling","net.minecraft.world.entity.EntityType","monster","1.0","0.8","","0"
"myths_of_the_sea:abaia","myths_of_the_sea","abaia","entity.myths_of_the_sea.abaia","net.minecraft.world.entity.EntityType","water_creature","4.0","2.0","minecraft:aquatic|minecraft:can_breathe_under_water|minecraft:sensitive_to_impaling","0"
"myths_of_the_sea:bake_kujira","myths_of_the_sea","bake_kujira","entity.myths_of_the_sea.bake_kujira","net.minecraft.world.entity.EntityType","water_creature","4.0","2.0","minecraft:aquatic|minecraft:can_breathe_under_water|minecraft:sensitive_to_impaling","0"
"myths_of_the_sea:bunyip","myths_of_the_sea","bunyip","entity.myths_of_the_sea.bunyip","net.minecraft.world.entity.EntityType","monster","2.0","2.0","minecraft:can_breathe_under_water","0"
"myths_of_the_sea:hippocampus","myths_of_the_sea","hippocampus","entity.myths_of_the_sea.hippocampus","net.minecraft.world.entity.EntityType","water_creature","2.0","2.0","minecraft:aquatic|minecraft:can_breathe_under_water|minecraft:sensitive_to_impaling","0"
"myths_of_the_sea:kraken","myths_of_the_sea","kraken","entity.myths_of_the_sea.kraken","net.minecraft.world.entity.EntityType","monster","8.0","8.0","minecraft:aquatic|minecraft:can_breathe_under_water|minecraft:sensitive_to_impaling","0"
"myths_of_the_sea:leviathan","myths_of_the_sea","leviathan","entity.myths_of_the_sea.leviathan","net.minecraft.world.entity.EntityType","monster","22.0","2.5","minecraft:aquatic|minecraft:can_breathe_under_water|minecraft:sensitive_to_impaling","0"
"mythsandlegends:abaddon","mythsandlegends","abaddon","entity.mythsandlegends.abaddon","net.minecraft.world.entity.EntityType","monster","1.0","1.6","mythsandlegends:nether_mobs","1"
"mythsandlegends:alp","mythsandlegends","alp","entity.mythsandlegends.alp","net.minecraft.world.entity.EntityType","monster","0.5","1.3","","0"
"mythsandlegends:amarok","mythsandlegends","amarok","entity.mythsandlegends.amarok","net.minecraft.world.entity.EntityType","monster","1.0","1.5","","1"
"mythsandlegends:black_charro","mythsandlegends","black_charro","entity.mythsandlegends.black_charro","net.minecraft.world.entity.EntityType","monster","0.8","2.0","fieldguide:bosses|fieldguide:kill_to_unlock","2"
"mythsandlegends:candle_keeper","mythsandlegends","candle_keeper","entity.mythsandlegends.candle_keeper","net.minecraft.world.entity.EntityType","monster","1.0","2.0","","0"
"mythsandlegends:condemned","mythsandlegends","condemned","entity.mythsandlegends.condemned","net.minecraft.world.entity.EntityType","monster","0.8","1.8","mythsandlegends:nether_mobs","2"
"mythsandlegends:effect_screen_shake","mythsandlegends","effect_screen_shake","entity.mythsandlegends.effect_screen_shake","net.minecraft.world.entity.EntityType","misc","1.0","1.0","","0"
"mythsandlegends:falling_block","mythsandlegends","falling_block","entity.mythsandlegends.falling_block","net.minecraft.world.entity.EntityType","misc","1.0","1.0","","0"
"mythsandlegends:frost_spike","mythsandlegends","frost_spike","entity.mythsandlegends.frost_spike","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","0"
"mythsandlegends:gargoyle","mythsandlegends","gargoyle","entity.mythsandlegends.gargoyle","net.minecraft.world.entity.EntityType","monster","0.9","1.7","","0"
"mythsandlegends:hell_light","mythsandlegends","hell_light","entity.mythsandlegends.hell_light","net.minecraft.world.entity.EntityType","misc","1.0","2.0","","0"
"mythsandlegends:ignis_nexus","mythsandlegends","ignis_nexus","entity.mythsandlegends.ignis_nexus","net.minecraft.world.entity.EntityType","misc","1.0","1.0","","0"
"mythsandlegends:imp","mythsandlegends","imp","entity.mythsandlegends.imp","net.minecraft.world.entity.EntityType","monster","0.6","0.8","mythsandlegends:nether_mobs","1"
"mythsandlegends:imp_clone","mythsandlegends","imp_clone","entity.mythsandlegends.imp_clone","net.minecraft.world.entity.EntityType","monster","0.6","0.8","fieldguide:blacklisted|mythsandlegends:nether_mobs","2"
"mythsandlegends:infernal_thorn","mythsandlegends","infernal_thorn","entity.mythsandlegends.infernal_thorn","net.minecraft.world.entity.EntityType","misc","0.7","1.5","","0"
"mythsandlegends:karakondjul","mythsandlegends","karakondjul","entity.mythsandlegends.karakondjul","net.minecraft.world.entity.EntityType","monster","1.0","1.9","","1"
"mythsandlegends:lampad","mythsandlegends","lampad","entity.mythsandlegends.lampad","net.minecraft.world.entity.EntityType","monster","0.5","2.1","","0"
"mythsandlegends:molten_ball","mythsandlegends","molten_ball","entity.mythsandlegends.molten_ball","net.minecraft.world.entity.EntityType","misc","0.5","0.5","fieldguide:blacklisted","1"
"mythsandlegends:possessed_armor","mythsandlegends","possessed_armor","entity.mythsandlegends.possessed_armor","net.minecraft.world.entity.EntityType","monster","0.8","2.0","mythsandlegends:possessed_armors","2"
"mythsandlegends:possessed_armor_archer","mythsandlegends","possessed_armor_archer","entity.mythsandlegends.possessed_armor_archer","net.minecraft.world.entity.EntityType","monster","0.8","2.0","mythsandlegends:possessed_armors","1"
"mythsandlegends:possessed_armor_inquisitor","mythsandlegends","possessed_armor_inquisitor","entity.mythsandlegends.possessed_armor_inquisitor","net.minecraft.world.entity.EntityType","monster","1.2","3.0","mythsandlegends:possessed_armors","1"
"mythsandlegends:scorched_sentinel","mythsandlegends","scorched_sentinel","entity.mythsandlegends.scorched_sentinel","net.minecraft.world.entity.EntityType","monster","1.0","2.65","mythsandlegends:nether_mobs","1"
"mythsandlegends:shadow_horse","mythsandlegends","shadow_horse","entity.mythsandlegends.shadow_horse","net.minecraft.world.entity.EntityType","misc","1.0","2.0","","0"
"mythsandlegends:umbral_orb","mythsandlegends","umbral_orb","entity.mythsandlegends.umbral_orb","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","0"
"mythsandlegends:warborn_aegis","mythsandlegends","warborn_aegis","entity.mythsandlegends.warborn_aegis","net.minecraft.world.entity.EntityType","monster","1.0","3.2","mythsandlegends:nether_mobs","2"
"occultism:afrit","occultism","afrit","entity.occultism.afrit","net.minecraft.world.entity.EntityType","creature","1.0","2.4","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","7"
"occultism:afrit_wild","occultism","afrit_wild","entity.occultism.afrit_wild","net.minecraft.world.entity.EntityType","creature","1.0","2.4","occultism:healed_by_demons_dream_fruit","2"
"occultism:bat_familiar","occultism","bat_familiar","entity.occultism.bat_familiar","net.minecraft.world.entity.EntityType","creature","0.5","0.9","c:bats|minecraft:fall_damage_immune|occultism:flying_passive|occultism:healed_by_demons_dream_fruit","5"
"occultism:beaver_familiar","occultism","beaver_familiar","entity.occultism.beaver_familiar","net.minecraft.world.entity.EntityType","creature","0.7","0.6","minecraft:can_breathe_under_water|occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","4"
"occultism:beholder_familiar","occultism","beholder_familiar","entity.occultism.beholder_familiar","net.minecraft.world.entity.EntityType","creature","0.6","1.8","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:blacksmith_familiar","occultism","blacksmith_familiar","entity.occultism.blacksmith_familiar","net.minecraft.world.entity.EntityType","creature","0.65","1.0","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:chimera_familiar","occultism","chimera_familiar","entity.occultism.chimera_familiar","net.minecraft.world.entity.EntityType","creature","0.85","1.05","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:cthulhu_familiar","occultism","cthulhu_familiar","entity.occultism.cthulhu_familiar","net.minecraft.world.entity.EntityType","creature","0.6","1.0","minecraft:can_breathe_under_water|occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","4"
"occultism:deer_familiar","occultism","deer_familiar","entity.occultism.deer_familiar","net.minecraft.world.entity.EntityType","creature","0.6","1.0","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:demonic_husband","occultism","demonic_husband","entity.occultism.demonic_husband","net.minecraft.world.entity.EntityType","creature","0.6","1.8","occultism:healed_by_demons_dream_fruit","2"
"occultism:demonic_wife","occultism","demonic_wife","entity.occultism.demonic_wife","net.minecraft.world.entity.EntityType","creature","0.6","2.0","occultism:healed_by_demons_dream_fruit","2"
"occultism:devil_familiar","occultism","devil_familiar","entity.occultism.devil_familiar","net.minecraft.world.entity.EntityType","creature","0.8","1.8","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:djinni","occultism","djinni","entity.occultism.djinni","net.minecraft.world.entity.EntityType","creature","1.0","2.4","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","10"
"occultism:dragon_familiar","occultism","dragon_familiar","entity.occultism.dragon_familiar","net.minecraft.world.entity.EntityType","creature","1.0","0.8","occultism:healed_by_demons_dream_fruit","2"
"occultism:fairy_familiar","occultism","fairy_familiar","entity.occultism.fairy_familiar","net.minecraft.world.entity.EntityType","creature","0.6","1.0","occultism:healed_by_demons_dream_fruit","2"
"occultism:foliot","occultism","foliot","entity.occultism.foliot","net.minecraft.world.entity.EntityType","creature","0.5","1.4","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","12"
"occultism:goat_familiar","occultism","goat_familiar","entity.occultism.goat_familiar","net.minecraft.world.entity.EntityType","creature","0.7","0.8","c:goats|occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:greedy_familiar","occultism","greedy_familiar","entity.occultism.greedy_familiar","net.minecraft.world.entity.EntityType","creature","0.5","0.9","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:guardian_familiar","occultism","guardian_familiar","entity.occultism.guardian_familiar","net.minecraft.world.entity.EntityType","creature","0.8","1.5","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:headless_familiar","occultism","headless_familiar","entity.occultism.headless_familiar","net.minecraft.world.entity.EntityType","creature","0.7","1.1","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:iesnium_golem","occultism","iesnium_golem","entity.occultism.iesnium_golem","net.minecraft.world.entity.EntityType","misc","1.4","2.7","minecraft:fall_damage_immune|occultism:fragile_soul_gem_deny_list|occultism:soul_gem_deny_list","4"
"occultism:marid","occultism","marid","entity.occultism.marid","net.minecraft.world.entity.EntityType","creature","1.0","2.4","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","5"
"occultism:marid_unbound","occultism","marid_unbound","entity.occultism.marid_unbound","net.minecraft.world.entity.EntityType","creature","1.0","2.4","occultism:healed_by_demons_dream_fruit","2"
"occultism:mercy_goat","occultism","mercy_goat","entity.occultism.mercy_goat","net.minecraft.world.entity.EntityType","creature","0.9","1.3","c:goats|occultism:healed_by_demons_dream_fruit","3"
"occultism:mummy_familiar","occultism","mummy_familiar","entity.occultism.mummy_familiar","net.minecraft.world.entity.EntityType","creature","0.6","1.2","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","3"
"occultism:otherworld_bird","occultism","otherworld_bird","entity.occultism.otherworld_bird","net.minecraft.world.entity.EntityType","creature","0.5","0.9","minecraft:fall_damage_immune|occultism:healed_by_demons_dream_fruit","4"
"occultism:possessed_bee","occultism","possessed_bee","entity.occultism.possessed_bee","net.minecraft.world.entity.EntityType","monster","0.7","0.6","c:bees|minecraft:arthropod|minecraft:fall_damage_immune|minecraft:sensitive_to_bane_of_arthropods|occultism:flying_passive|occultism:healed_by_demons_dream_fruit","7"
"occultism:possessed_blaze","occultism","possessed_blaze","entity.occultism.possessed_blaze","net.minecraft.world.entity.EntityType","monster","0.6","1.8","minecraft:fall_damage_immune|occultism:healed_by_demons_dream_fruit","3"
"occultism:possessed_breeze","occultism","possessed_breeze","entity.occultism.possessed_breeze","net.minecraft.world.entity.EntityType","monster","0.6","1.77","minecraft:can_turn_in_boats|minecraft:deflects_projectiles|minecraft:fall_damage_immune|minecraft:no_anger_from_wind_charge|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","7"
"occultism:possessed_elder_guardian","occultism","possessed_elder_guardian","entity.occultism.possessed_elder_guardian","net.minecraft.world.entity.EntityType","monster","2.0","2.0","minecraft:aquatic|minecraft:axolotl_always_hostiles|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:healed_by_demons_dream_fruit","7"
"occultism:possessed_enderman","occultism","possessed_enderman","entity.occultism.possessed_enderman","net.minecraft.world.entity.EntityType","monster","0.6","2.9","c:endermen|occultism:healed_by_demons_dream_fruit","3"
"occultism:possessed_endermite","occultism","possessed_endermite","entity.occultism.possessed_endermite","net.minecraft.world.entity.EntityType","monster","0.4","0.3","minecraft:arthropod|minecraft:powder_snow_walkable_mobs|minecraft:sensitive_to_bane_of_arthropods|occultism:healed_by_demons_dream_fruit","5"
"occultism:possessed_evoker","occultism","possessed_evoker","entity.occultism.possessed_evoker","net.minecraft.world.entity.EntityType","monster","0.6","1.95","minecraft:illager|minecraft:illager_friends","3"
"occultism:possessed_ghast","occultism","possessed_ghast","entity.occultism.possessed_ghast","net.minecraft.world.entity.EntityType","monster","4.0","4.0","minecraft:fall_damage_immune|occultism:healed_by_demons_dream_fruit","3"
"occultism:possessed_guardian","occultism","possessed_guardian","entity.occultism.possessed_guardian","net.minecraft.world.entity.EntityType","monster","0.85","0.85","minecraft:aquatic|minecraft:axolotl_always_hostiles|minecraft:can_breathe_under_water|minecraft:not_scary_for_pufferfish|minecraft:sensitive_to_impaling|occultism:healed_by_demons_dream_fruit","7"
"occultism:possessed_hoglin","occultism","possessed_hoglin","entity.occultism.possessed_hoglin","net.minecraft.world.entity.EntityType","monster","1.88","1.88","c:hoglins|occultism:healed_by_demons_dream_fruit","3"
"occultism:possessed_phantom","occultism","possessed_phantom","entity.occultism.possessed_phantom","net.minecraft.world.entity.EntityType","monster","0.9","0.5","minecraft:can_breathe_under_water|minecraft:fall_damage_immune|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit","9"
"occultism:possessed_shulker","occultism","possessed_shulker","entity.occultism.possessed_shulker","net.minecraft.world.entity.EntityType","monster","1.0","1.0","c:shulkers|minecraft:fall_damage_immune|occultism:healed_by_demons_dream_fruit","4"
"occultism:possessed_skeleton","occultism","possessed_skeleton","entity.occultism.possessed_skeleton","net.minecraft.world.entity.EntityType","monster","0.6","1.99","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit","10"
"occultism:possessed_strong_breeze","occultism","possessed_strong_breeze","entity.occultism.possessed_strong_breeze","net.minecraft.world.entity.EntityType","monster","0.6","1.77","minecraft:can_turn_in_boats|minecraft:deflects_projectiles|minecraft:fall_damage_immune|minecraft:no_anger_from_wind_charge|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","7"
"occultism:possessed_warden","occultism","possessed_warden","entity.occultism.possessed_warden","net.minecraft.world.entity.EntityType","monster","0.9","2.9","c:wardens|occultism:healed_by_demons_dream_fruit","3"
"occultism:possessed_weak_breeze","occultism","possessed_weak_breeze","entity.occultism.possessed_weak_breeze","net.minecraft.world.entity.EntityType","monster","0.6","1.77","minecraft:can_turn_in_boats|minecraft:deflects_projectiles|minecraft:fall_damage_immune|minecraft:no_anger_from_wind_charge|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","7"
"occultism:possessed_weak_shulker","occultism","possessed_weak_shulker","entity.occultism.possessed_weak_shulker","net.minecraft.world.entity.EntityType","monster","1.0","1.0","c:shulkers|minecraft:fall_damage_immune|occultism:healed_by_demons_dream_fruit","4"
"occultism:possessed_witch","occultism","possessed_witch","entity.occultism.possessed_witch","net.minecraft.world.entity.EntityType","monster","0.9","1.95","occultism:healed_by_demons_dream_fruit","2"
"occultism:possessed_zombie_piglin","occultism","possessed_zombie_piglin","entity.occultism.possessed_zombie_piglin","net.minecraft.world.entity.EntityType","monster","0.6","1.95","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|occultism:healed_by_demons_dream_fruit","9"
"occultism:shub_niggurath_familiar","occultism","shub_niggurath_familiar","entity.occultism.shub_niggurath_familiar","net.minecraft.world.entity.EntityType","creature","0.7","0.8","occultism:healed_by_demons_dream_fruit|per_viam_invenire:replace_vanilla_navigator","2"
"occultism:shub_niggurath_spawn","occultism","shub_niggurath_spawn","entity.occultism.shub_niggurath_spawn","net.minecraft.world.entity.EntityType","creature","0.6","0.6","occultism:healed_by_demons_dream_fruit","1"
"occultism:thrown_sword","occultism","thrown_sword","entity.occultism.thrown_sword","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","0"
"occultism:wild_bogged","occultism","wild_bogged","entity.occultism.wild_bogged","net.minecraft.world.entity.EntityType","monster","0.6","1.99","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","10"
"occultism:wild_cave_spider","occultism","wild_cave_spider","entity.occultism.wild_cave_spider","net.minecraft.world.entity.EntityType","monster","0.5","0.7","minecraft:arthropod|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_bane_of_arthropods|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","5"
"occultism:wild_horde_creeper","occultism","wild_horde_creeper","entity.occultism.wild_horde_creeper","net.minecraft.world.entity.EntityType","monster","0.6","1.7","","1"
"occultism:wild_horde_drowned","occultism","wild_horde_drowned","entity.occultism.wild_horde_drowned","net.minecraft.world.entity.EntityType","monster","0.6","1.95","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:axolotl_always_hostiles|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies","9"
"occultism:wild_horde_husk","occultism","wild_horde_husk","entity.occultism.wild_horde_husk","net.minecraft.world.entity.EntityType","monster","0.6","1.95","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies","9"
"occultism:wild_horde_silverfish","occultism","wild_horde_silverfish","entity.occultism.wild_horde_silverfish","net.minecraft.world.entity.EntityType","monster","0.4","0.3","minecraft:arthropod|minecraft:powder_snow_walkable_mobs|minecraft:sensitive_to_bane_of_arthropods","4"
"occultism:wild_hunt_skeleton","occultism","wild_hunt_skeleton","entity.occultism.wild_hunt_skeleton","net.minecraft.world.entity.EntityType","monster","0.6","2.9","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit|occultism:wild_hunt","10"
"occultism:wild_hunt_wither_skeleton","occultism","wild_hunt_wither_skeleton","entity.occultism.wild_hunt_wither_skeleton","net.minecraft.world.entity.EntityType","monster","0.6","2.9","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit|occultism:wild_hunt","10"
"occultism:wild_husk","occultism","wild_husk","entity.occultism.wild_husk","net.minecraft.world.entity.EntityType","monster","0.6","1.95","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","10"
"occultism:wild_silverfish","occultism","wild_silverfish","entity.occultism.wild_silverfish","net.minecraft.world.entity.EntityType","monster","0.4","0.3","minecraft:arthropod|minecraft:powder_snow_walkable_mobs|minecraft:sensitive_to_bane_of_arthropods|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","5"
"occultism:wild_skeleton","occultism","wild_skeleton","entity.occultism.wild_skeleton","net.minecraft.world.entity.EntityType","monster","0.6","1.99","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","10"
"occultism:wild_slime","occultism","wild_slime","entity.occultism.wild_slime","net.minecraft.world.entity.EntityType","monster","0.5","0.5","minecraft:frog_food|minecraft:no_anger_from_wind_charge|minecraft:non_controlling_rider|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","5"
"occultism:wild_spider","occultism","wild_spider","entity.occultism.wild_spider","net.minecraft.world.entity.EntityType","monster","0.9","1.4","minecraft:arthropod|minecraft:dismounts_underwater|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_bane_of_arthropods|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","6"
"occultism:wild_stray","occultism","wild_stray","entity.occultism.wild_stray","net.minecraft.world.entity.EntityType","monster","0.6","1.99","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:freeze_immune_entity_types|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:skeletons|minecraft:undead|minecraft:wither_friends|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","11"
"occultism:wild_zombie","occultism","wild_zombie","entity.occultism.wild_zombie","net.minecraft.world.entity.EntityType","monster","0.6","1.95","kaleidoscope_tavern:tomb_raider_disarmable|minecraft:can_breathe_under_water|minecraft:ignores_poison_and_regen|minecraft:inverted_healing_and_harm|minecraft:no_anger_from_wind_charge|minecraft:sensitive_to_smite|minecraft:undead|minecraft:wither_friends|minecraft:zombies|occultism:healed_by_demons_dream_fruit|occultism:wild_trial","10"
"occultism:wondering_trader","occultism","wondering_trader","entity.occultism.wondering_trader","net.minecraft.world.entity.EntityType","creature","0.6","1.9","c:villagers|occultism:healed_by_demons_dream_fruit|occultism:humans","3"
"quest_giver:quest_villager","quest_giver","quest_villager","entity.quest_giver.quest_villager","net.minecraft.world.entity.EntityType","creature","0.6","1.8","","0"
"vampiresdelight:alchemical_cocktail","vampiresdelight","alchemical_cocktail","entity.vampiresdelight.alchemical_cocktail","net.minecraft.world.entity.EntityType","misc","0.5","0.5","","3"
"vampirism:advanced_hunter","vampirism","advanced_hunter","entity.vampirism.advanced_hunter","net.minecraft.world.entity.EntityType","vampirism:hunter","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampiricageing:common_hunt_vampire|vampiricageing:common_hunt_werewolf|vampiricageing:greater_devour|vampirism:advanced_hunter|vampirism:hunter","9"
"vampirism:advanced_hunter_imob","vampirism","advanced_hunter_imob","entity.vampirism.advanced_hunter_imob","net.minecraft.world.entity.EntityType","vampirism:hunter","0.6","1.95","minecraft:powder_snow_walkable_mobs|vampiresdelight:drops_human_eye|vampiricageing:common_hunt_vampire|vampiricageing:common_hunt_werewolf|vampiricageing:greater_devour|vampirism:advanced_hunter|vampirism:hunter","5"
"vampirism:advanced_vampire","vampirism","advanced_vampire","entity.vampirism.advanced_vampire","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampiricageing:common_hunt|vampiricageing:common_hunt_vampire|vampiricageing:common_hunt_werewolf|vampiricageing:greater_devour|vampirism:advanced_vampire|vampirism:vampire","6"
"vampirism:advanced_vampire_imob","vampirism","advanced_vampire_imob","entity.vampirism.advanced_vampire_imob","net.minecraft.world.entity.EntityType","vampirism:vampire","0.6","1.95","vampiricageing:common_hunt|vampiricageing:common_hunt_vampire|vampiricageing:common_hunt_werewolf|vampiricageing:greater_devour|vampirism:advanced_vampire|vampirism:vampire","6"
"vampirism:blinding_bat","vampirism","blinding_bat","entity.vampirism.blinding_bat","net.minecraft.world.entity.EntityType","ambient","0.5","0.9","","1"
"vampirism:converted_camel","vampirism","converted_camel","entity.vampirism.converted_camel","net.minecraft.world.entity.EntityType","creature","1.7","2.375","vampirism:converted_creatures|vampirism:vampire","1"
"vampirism:converted_cow","vampirism","converted_cow","entity.vampirism.converted_cow","net.minecraft.world.entity.EntityType","creature","0.9","1.4","vampirism:converted_creatures|vampirism:vampire","1"
